"YEAR","SEMESTER","NATIONALITY_NAME_ENG","U_G","UNIV_TYPE_NAME","UNIV_MASTERNAME_TH","UNIV_NAME_TH","CURR_NAME","LEV_NAME_TH","GENDER_NAME","All_FOREIGN_STD"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาญี่ปุ่นธุรกิจ   (หลักสูตรนานาชาติ) มหาวิทยาลัยอัสสัมชัญ","ปริญญาตรี","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาฝรั่งเศสธุรกิจ   (หลักสูตรนานาชาติ) มหาวิทยาลัยอัสสัมชัญ","ปริญญาตรี","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาฝรั่งเศสธุรกิจ   (หลักสูตรนานาชาติ) มหาวิทยาลัยอัสสัมชัญ","ปริญญาตรี","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษธุรกิจ   (หลักสูตรนานาชาติ) มหาวิทยาลัยอัสสัมชัญ","ปริญญาตรี","หญิง","17"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษธุรกิจ   (หลักสูตรนานาชาติ) มหาวิทยาลัยอัสสัมชัญ","ปริญญาตรี","ชาย","11"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศิลปศาสตรมหาบัณฑิต สาขาวิชาการสอนภาษาอังกฤษ (หลักสูตรนานาชาติ)  มหาวิทยาลัยอัสสัมชัญ","ปริญญาโท","ชาย","5"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศิลปศาสตรมหาบัณฑิต สาขาวิชาการสอนภาษาอังกฤษ (หลักสูตรนานาชาติ)  มหาวิทยาลัยอัสสัมชัญ","ปริญญาโท","หญิง","16"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศิลปศาสตรมหาบัณฑิต สาขาวิชาปรัชญาและศาสนา   (หลักสูตรนานาชาติ)  มหาวิทยาลัยอัสสัมชัญ","ปริญญาโท","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศิลปศาสตรมหาบัณฑิต สาขาวิชาปรัชญาและศาสนา   (หลักสูตรนานาชาติ)  มหาวิทยาลัยอัสสัมชัญ","ปริญญาโท","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศึกษาศาสตรมหาบัณฑิต สาขาวิชาการบริหารการศึกษา (หลักสูตรนานาชาติ) มหาวิทยาลัยอัสสัมชัญ","ปริญญาโท","ชาย","3"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศึกษาศาสตรมหาบัณฑิต สาขาวิชาการบริหารการศึกษา (หลักสูตรนานาชาติ) มหาวิทยาลัยอัสสัมชัญ","ปริญญาโท","หญิง","2"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศึกษาศาสตรมหาบัณฑิต สาขาวิชาการสอนและเทคโนโลยี (หลักสูตรนานาชาติ/ระบบการศึกษาทางไกล) มหาวิทยาลัยอัสสัมชัญ","ปริญญาโท","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศึกษาศาสตรมหาบัณฑิต สาขาวิชาหลักสูตรและการสอน (หลักสูตรนานาชาติ) มหาวิทยาลัยอัสสัมชัญ","ปริญญาโท","ชาย","3"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรศึกษาศาสตรมหาบัณฑิต สาขาวิชาหลักสูตรและการสอน (หลักสูตรนานาชาติ) มหาวิทยาลัยอัสสัมชัญ","ปริญญาโท","หญิง","8"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอัสสัมชัญ","มหาวิทยาลัยอัสสัมชัญ","หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมศาสตร์   (หลักสูตรนานาชาติ) มหาวิทยาลัยอัสสัมชัญ","ปริญญาตรี","ชาย","2"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","มหาวิทยาลัยเอกชน","มหาวิทยาลัยอีสเทิร์นเอเชีย","มหาวิทยาลัยอีสเทิร์นเอเชีย","หลักสูตรศึกษาศาสตรมหาบัณฑิต สาขาวิชาการบริหารการศึกษา     มหาวิทยาลัยอีสเทิร์นเอเชีย","ปริญญาโท","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","วิทยาลัยเอกชน","วิทยาลัยเซาธ์อีสท์บางกอก","วิทยาลัยเซาธ์อีสท์บางกอก","หลักสูตรการจัดการบัณฑิต  วิทยาลัยเซาธ์อีสท์บางกอก","ปริญญาตรี","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","วิทยาลัยเอกชน","วิทยาลัยเซาธ์อีสท์บางกอก","วิทยาลัยเซาธ์อีสท์บางกอก","หลักสูตรบริหารธุรกิจมหาบัณฑิต  วิทยาลัยเซาธ์อีสท์บางกอก","ปริญญาโท","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","วิทยาลัยเอกชน","วิทยาลัยเซาธ์อีสท์บางกอก","วิทยาลัยเซาธ์อีสท์บางกอก","หลักสูตรบริหารธุรกิจมหาบัณฑิต  วิทยาลัยเซาธ์อีสท์บางกอก","ปริญญาโท","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","วิทยาลัยเอกชน","วิทยาลัยเซาธ์อีสท์บางกอก","วิทยาลัยเซาธ์อีสท์บางกอก","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษธุรกิจ วิทยาลัยเซาธ์อีสท์บางกอก","ปริญญาตรี","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","วิทยาลัยเอกชน","วิทยาลัยนครราชสีมา","วิทยาลัยนครราชสีมา","หลักสูตรศึกษาศาสตรมหาบัณฑิต สาขาวิชาหลักสูตรและการเรียนการสอน     วิทยาลัยนครราชสีมา","ปริญญาโท","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","วิทยาลัยเอกชน","วิทยาลัยนครราชสีมา","วิทยาลัยนครราชสีมา","หลักสูตรศึกษาศาสตรมหาบัณฑิต สาขาวิชาหลักสูตรและการเรียนการสอน     วิทยาลัยนครราชสีมา","ปริญญาโท","หญิง","9"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","วิทยาลัยเอกชน","วิทยาลัยนานาชาติเซนต์เทเรซา","วิทยาลัยนานาชาติเซนต์เทเรซา","หลักสูตรประกาศนียบัตรบัณฑิต สาขาวิชาวิชาชีพครู     วิทยาลัยนานาชาติเซนต์เทเรซา","ประกาศนียบัตรบัณฑิต","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","วิทยาลัยเอกชน","วิทยาลัยนานาชาติเซนต์เทเรซา","วิทยาลัยนานาชาติเซนต์เทเรซา","หลักสูตรประกาศนียบัตรบัณฑิต สาขาวิชาวิชาชีพครู   (หลักสูตรนานาชาติ)  วิทยาลัยนานาชาติเซนต์เทเรซา","ประกาศนียบัตรบัณฑิต","หญิง","4"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","วิทยาลัยเอกชน","วิทยาลัยนานาชาติราฟเฟิลส์","วิทยาลัยนานาชาติราฟเฟิลส์","หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาออกแบบตกแต่งภายในและผลิตภัณฑ์ (หลักสูตรนานาชาติ)","ปริญญาตรี","หญิง","2"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","วิทยาลัยเอกชน","วิทยาลัยพุทธศาสนานานาชาติ","วิทยาลัยพุทธศาสนานานาชาติ","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาและวรรณคดีบาลีและสันสกฤต   (หลักสูตรนานาชาติ)   วิทยาลัยพุทธศาสนานานาชาติ","ปริญญาตรี","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","วิทยาลัยเอกชน","วิทยาลัยพุทธศาสนานานาชาติ","วิทยาลัยพุทธศาสนานานาชาติ","หลักสูตรศิลปศาสตรมหาบัณฑิต สาขาวิชาพุทธศาสตรศึกษา   (หลักสูตรนานาชาติ)  วิทยาลัยพุทธศาสนานานาชาติ","ปริญญาโท","หญิง","9"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","วิทยาลัยเอกชน","วิทยาลัยพุทธศาสนานานาชาติ","วิทยาลัยพุทธศาสนานานาชาติ","หลักสูตรศิลปศาสตรมหาบัณฑิต สาขาวิชาพุทธศาสตรศึกษา   (หลักสูตรนานาชาติ)  วิทยาลัยพุทธศาสนานานาชาติ","ปริญญาโท","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","สถาบันเอกชน","สถาบันการจัดการปัญญาภิวัฒน์","สถาบันการจัดการปัญญาภิวัฒน์","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจการค้าสมัยใหม่      สถาบันการจัดการปัญญาภิวัฒน์","ปริญญาตรี","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","สถาบันเอกชน","สถาบันการจัดการปัญญาภิวัฒน์","สถาบันการจัดการปัญญาภิวัฒน์","หลักสูตรบริหารธุรกิจบัณฑิตสาขาวิชาการจัดการค้าปลีก(หลักสูตรในระบบการศึกษาทางไกล)สถาบันการจัดการปัญญาภิวัฒน์","ปริญญาตรี","หญิง","2"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","สถาบันเอกชน","สถาบันการจัดการปัญญาภิวัฒน์","สถาบันการจัดการปัญญาภิวัฒน์","หลักสูตรบริหารธุรกิจมหาบัณฑิต สาขาวิชาการบริหารคนและกลยุทธ์องค์การ  สถาบันการจัดการปัญญาภิวัฒน์","ปริญญาโท","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษาเอกชน","สถาบันเอกชน","สถาบันการจัดการปัญญาภิวัฒน์","สถาบันการจัดการปัญญาภิวัฒน์","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีนธุรกิจ สถาบันการจัดการปัญญาภิวัฒน์","ปริญญาตรี","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ","มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจระหว่างประเทศ   (หลักสูตรนานาชาติ)  มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ","ปริญญาตรี","ชาย","7"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ","มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจระหว่างประเทศ   (หลักสูตรนานาชาติ)  มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ","ปริญญาตรี","หญิง","5"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ","มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการท่องเที่ยวและการบริการ   (หลักสูตรนานาชาติ) มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ","ปริญญาตรี","ชาย","7"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ","มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการท่องเที่ยวและการบริการ   (หลักสูตรนานาชาติ) มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ","ปริญญาตรี","หญิง","11"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก","มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก  วิทยาเขตจักรพงษภูนารถ","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการตลาด มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก","ปริญญาตรี","หญิง","6"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก","มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก  วิทยาเขตบางพระ จังหวัดชลบุรี","หลักสูตรการจัดการมหาบัณฑิต สาขาวิชาการจัดการ","ปริญญาโท","ชาย","9"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก","มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก  วิทยาเขตบางพระ จังหวัดชลบุรี","หลักสูตรการจัดการมหาบัณฑิต สาขาวิชาการจัดการ","ปริญญาโท","หญิง","7"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก","มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก  วิทยาเขตบางพระ จังหวัดชลบุรี","หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาการจัดการ","ปริญญาเอก","หญิง","13"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก","มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก  วิทยาเขตบางพระ จังหวัดชลบุรี","หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาการจัดการ","ปริญญาเอก","ชาย","6"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี","มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการบริหารธุรกิจระหว่างประเทศ   (หลักสูตรนานาชาติ)  มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี","ปริญญาตรี","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร","มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร  วิทยาเขตพณิชยการพระนคร","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาธุรกิจระหว่างประเทศ   (หลักสูตรภาษาต่างประเทศ) มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร","ปริญญาตรี","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร","มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร  วิทยาเขตพณิชยการพระนคร","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาธุรกิจระหว่างประเทศ   (หลักสูตรภาษาต่างประเทศ) มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร","ปริญญาตรี","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร","มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร  วิทยาเขตพณิชยการพระนคร","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทยประยุกต์ มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร","ปริญญาตรี","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยเทคโนโลยีราชมงคล","มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร","มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร  วิทยาเขตพณิชยการพระนคร","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทยประยุกต์ มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร","ปริญญาตรี","หญิง","9"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรเศรษฐศาสตรดุษฎีบัณฑิต สาขาวิชาเศรษฐศาสตร์   (หลักสูตรนานาชาติ)  จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาเอก","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรการจัดการมหาบัณฑิต สาขาวิชาการจัดการธุรกิจระหว่างประเทศ   (หลักสูตรนานาชาติ)  จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาโท","หญิง","2"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรครุศาสตรดุษฎีบัณฑิต สาขาวิชาพัฒนศึกษา     จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาเอก","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรครุศาสตรมหาบัณฑิต สาขาวิชาการสอนภาษาอังกฤษเป็นภาษาต่างประเทศ   (หลักสูตรนานาชาติ)  จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาโท","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรครุศาสตรมหาบัณฑิต สาขาวิชาการสอนภาษาอังกฤษเป็นภาษาต่างประเทศ   (หลักสูตรนานาชาติ)  จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาโท","หญิง","2"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชาการจัดการการสื่อสาร   (หลักสูตรนานาชาติ)  จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาตรี","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรนิเทศศาสตรมหาบัณฑิต จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาโท","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรนิเทศศาสตรมหาบัณฑิต สาขาวิชาการจัดการการสื่อสารเชิงกลยุทธ์   (หลักสูตรนานาชาติ)  จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาโท","หญิง","7"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรนิเทศศาสตรมหาบัณฑิต สาขาวิชาการจัดการการสื่อสารเชิงกลยุทธ์   (หลักสูตรนานาชาติ)  จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาโท","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรนิติศาสตรมหาบัณฑิต สาขาวิชากฎหมายธุรกิจ   (หลักสูตรนานาชาติ)  จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาโท","หญิง","3"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรบริหารธุรกิจบัณฑิต    จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาตรี","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรบริหารธุรกิจบัณฑิต    จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาตรี","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรบริหารธุรกิจมหาบัณฑิต   (หลักสูตรนานาชาติ)  จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาโท","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรบริหารธุรกิจมหาบัณฑิต  จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาโท","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรบริหารธุรกิจมหาบัณฑิต  จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาโท","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรบริหารธุรกิจมหาบัณฑิต (นักบริหาร) (หลักสูตรนานาชาติ) จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาโท","ชาย","2"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีประยุกต์   (หลักสูตรนานาชาติ) จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาตรี","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีชีวภาพ (หลักสูตรนานาชาติ)","ปริญญาตรี","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์จิตวิทยา   (หลักสูตรนานาชาติ) จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาตรี","หญิง","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาเทคโนโลยีปิโตรเคมี   (หลักสูตรนานาชาติ)  จุฬาลงกรณ์มหาวิทยาลัย","ปริญญาโท","ชาย","1"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชายุทธศาสตร์เมือง (หลักสูตรนานาชาติ)","ปริญญาโท","ชาย","2"
"2563","1","CHINESE","สถาบันอุดมศึกษารัฐ","มหาวิทยาลัยรัฐในกำกับ","จุฬาลงกรณ์มหาวิทยาลัย","จุฬาลงกรณ์มหาวิทยาลัย","หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชายุทธศาสตร์เมือง (หลักสูตรนานาชาติ)","ปริญญาโท","หญิง","1"
